업태별,시도별,시군구별,(사업자수) 당월①,(사업자수)전월②,증감율(①/②),(사업자수)전년동월③,증감율(①/③)
결혼상담소,전라남도,보성군,3,3,100.00%,0,/0
결혼상담소,전라남도,화순군,*,*,200.00%,*,200.00%
결혼상담소,전라남도,장흥군,*,*,100.00%,*,100.00%
결혼상담소,전라남도,강진군,*,*,100.00%,*,100.00%
결혼상담소,전라남도,해남군,*,*,100.00%,*,200.00%
결혼상담소,전라남도,영광군,*,*,100.00%,*,100.00%
결혼상담소,전라남도,완도군,*,*,100.00%,*,50.00%
결혼상담소,대구광역시,중구,34,34,100.00%,33,103.03%
결혼상담소,대구광역시,동구,12,11,109.09%,13,92.31%
결혼상담소,대구광역시,서구,11,11,100.00%,11,100.00%
결혼상담소,대구광역시,남구,11,11,100.00%,13,84.62%
결혼상담소,대구광역시,북구,6,5,120.00%,4,150.00%
결혼상담소,대구광역시,수성구,19,18,105.56%,20,95.00%
결혼상담소,대구광역시,달서구,12,11,109.09%,14,85.71%
결혼상담소,대구광역시,달성군,*,*,100.00%,*,100.00%
결혼상담소,경상북도,포항시 남구,9,9,100.00%,6,150.00%
결혼상담소,경상북도,포항시 북구,9,10,90.00%,15,60.00%
결혼상담소,경상북도,경주시,3,3,100.00%,4,75.00%
결혼상담소,경상북도,김천시,3,3,100.00%,3,100.00%
결혼상담소,경상북도,안동시,7,7,100.00%,7,100.00%
결혼상담소,경상북도,구미시,*,*,100.00%,0,/0
결혼상담소,경상북도,영주시,*,*,100.00%,*,100.00%
결혼상담소,경상북도,영천시,3,3,100.00%,*,150.00%
결혼상담소,경상북도,상주시,3,3,100.00%,3,100.00%
결혼상담소,경상북도,문경시,5,6,83.33%,5,100.00%
결혼상담소,경상북도,경산시,7,7,100.00%,5,140.00%
결혼상담소,경상북도,군위군,0,0,/0,*,0.00%
결혼상담소,경상북도,청도군,*,*,100.00%,*,100.00%
결혼상담소,경상북도,성주군,*,*,100.00%,*,100.00%
결혼상담소,경상북도,칠곡군,*,*,100.00%,*,100.00%
결혼상담소,경상북도,예천군,4,4,100.00%,*,200.00%
결혼상담소,경상북도,울진군,*,*,100.00%,*,100.00%
결혼상담소,부산광역시,중구,*,*,100.00%,3,66.67%
결혼상담소,부산광역시,서구,3,3,100.00%,3,100.00%
결혼상담소,부산광역시,동구,9,8,112.50%,11,81.82%
결혼상담소,부산광역시,영도구,*,*,100.00%,0,/0
결혼상담소,부산광역시,부산진구,29,28,103.57%,30,96.67%
결혼상담소,부산광역시,동래구,14,14,100.00%,13,107.69%
결혼상담소,부산광역시,남구,4,4,100.00%,3,133.33%
결혼상담소,부산광역시,북구,6,6,100.00%,8,75.00%
결혼상담소,부산광역시,해운대구,24,24,100.00%,23,104.35%
결혼상담소,부산광역시,사하구,*,*,100.00%,4,50.00%
결혼상담소,부산광역시,금정구,7,8,87.50%,7,100.00%
결혼상담소,부산광역시,강서구,*,*,100.00%,*,200.00%
결혼상담소,부산광역시,연제구,5,5,100.00%,5,100.00%
결혼상담소,부산광역시,수영구,11,11,100.00%,9,122.22%
결혼상담소,부산광역시,사상구,5,5,100.00%,7,71.43%
결혼상담소,부산광역시,기장군,*,*,100.00%,3,33.33%
결혼상담소,울산광역시,중구,*,*,100.00%,*,200.00%
결혼상담소,울산광역시,남구,13,13,100.00%,15,86.67%
결혼상담소,울산광역시,동구,*,*,100.00%,*,200.00%
결혼상담소,울산광역시,울주군,*,0,/0,0,/0
결혼상담소,경상남도,창원시 의창구,10,11,90.91%,10,100.00%
결혼상담소,경상남도,창원시 성산구,15,13,115.38%,13,115.38%
결혼상담소,경상남도,창원시 마산합포구,6,6,100.00%,7,85.71%
결혼상담소,경상남도,창원시 마산회원구,7,7,100.00%,8,87.50%
결혼상담소,경상남도,창원시 진해구,*,*,100.00%,3,66.67%
결혼상담소,경상남도,진주시,17,17,100.00%,16,106.25%
결혼상담소,경상남도,통영시,3,4,75.00%,4,75.00%
결혼상담소,경상남도,사천시,4,4,100.00%,3,133.33%
결혼상담소,경상남도,김해시,11,11,100.00%,13,84.62%
결혼상담소,경상남도,밀양시,3,*,150.00%,*,150.00%
결혼상담소,경상남도,거제시,*,*,100.00%,3,66.67%
결혼상담소,경상남도,양산시,7,7,100.00%,7,100.00%
결혼상담소,경상남도,창녕군,*,*,100.00%,*,100.00%
결혼상담소,경상남도,남해군,*,*,100.00%,*,100.00%
결혼상담소,경상남도,하동군,*,*,100.00%,*,100.00%
결혼상담소,경상남도,함양군,*,*,100.00%,*,100.00%
결혼상담소,경상남도,거창군,*,*,100.00%,*,100.00%
결혼상담소,제주특별자치도,제주시,18,17,105.88%,19,94.74%
결혼상담소,제주특별자치도,서귀포시,4,4,100.00%,6,66.67%
곡물가게,서울특별시,종로구,30,32,93.75%,34,88.24%
곡물가게,서울특별시,중구,25,25,100.00%,25,100.00%
곡물가게,서울특별시,용산구,15,17,88.24%,21,71.43%
곡물가게,서울특별시,성동구,19,19,100.00%,23,82.61%
곡물가게,서울특별시,광진구,32,32,100.00%,31,103.23%
곡물가게,서울특별시,동대문구,35,35,100.00%,36,97.22%
곡물가게,서울특별시,중랑구,36,35,102.86%,35,102.86%
곡물가게,서울특별시,성북구,27,28,96.43%,26,103.85%
곡물가게,서울특별시,강북구,22,22,100.00%,26,84.62%
곡물가게,서울특별시,도봉구,18,18,100.00%,17,105.88%
곡물가게,서울특별시,노원구,20,20,100.00%,23,86.96%
곡물가게,서울특별시,은평구,36,37,97.30%,37,97.30%
곡물가게,서울특별시,서대문구,20,21,95.24%,24,83.33%
곡물가게,서울특별시,마포구,24,24,100.00%,19,126.32%
곡물가게,서울특별시,양천구,25,25,100.00%,28,89.29%
곡물가게,서울특별시,강서구,28,28,100.00%,32,87.50%
곡물가게,서울특별시,구로구,29,31,93.55%,31,93.55%
곡물가게,서울특별시,금천구,19,20,95.00%,21,90.48%
곡물가게,서울특별시,영등포구,39,38,102.63%,40,97.50%
곡물가게,서울특별시,동작구,20,20,100.00%,22,90.91%
곡물가게,서울특별시,관악구,31,30,103.33%,36,86.11%
곡물가게,서울특별시,서초구,28,28,100.00%,27,103.70%
곡물가게,서울특별시,강남구,25,25,100.00%,27,92.59%
곡물가게,서울특별시,송파구,32,31,103.23%,38,84.21%
곡물가게,서울특별시,강동구,33,33,100.00%,32,103.13%
곡물가게,인천광역시,중구,14,14,100.00%,15,93.33%
곡물가게,인천광역시,동구,8,8,100.00%,8,100.00%
곡물가게,인천광역시,남구,0,0,/0,47,0.00%
곡물가게,인천광역시,미추홀구,41,41,100.00%,0,/0
곡물가게,인천광역시,연수구,6,6,100.00%,7,85.71%
곡물가게,인천광역시,남동구,27,27,100.00%,29,93.10%
곡물가게,인천광역시,부평구,33,34,97.06%,35,94.29%
곡물가게,인천광역시,계양구,18,18,100.00%,17,105.88%
곡물가게,인천광역시,서구,22,21,104.76%,23,95.65%
곡물가게,인천광역시,강화군,33,34,97.06%,34,97.06%
곡물가게,경기도,수원시 장안구,16,16,100.00%,20,80.00%
곡물가게,경기도,수원시 권선구,19,19,100.00%,23,82.61%
곡물가게,경기도,수원시 팔달구,26,26,100.00%,31,83.87%
곡물가게,경기도,수원시 영통구,6,6,100.00%,5,120.00%
곡물가게,경기도,성남시 수정구,23,24,95.83%,27,85.19%
곡물가게,경기도,성남시 중원구,36,36,100.00%,34,105.88%
곡물가게,경기도,성남시 분당구,20,20,100.00%,23,86.96%
곡물가게,경기도,의정부시,27,27,100.00%,29,93.10%
곡물가게,경기도,안양시 만안구,19,19,100.00%,22,86.36%
곡물가게,경기도,안양시 동안구,16,16,100.00%,17,94.12%
곡물가게,경기도,부천시,49,49,100.00%,62,79.03%
곡물가게,경기도,광명시,31,30,103.33%,35,88.57%
곡물가게,경기도,평택시,49,49,100.00%,48,102.08%
곡물가게,경기도,동두천시,10,10,100.00%,11,90.91%
곡물가게,경기도,안산시 상록구,16,16,100.00%,17,94.12%
곡물가게,경기도,안산시 단원구,30,31,96.77%,32,93.75%
곡물가게,경기도,고양시 덕양구,19,19,100.00%,18,105.56%
곡물가게,경기도,고양시 일산동구,10,10,100.00%,11,90.91%
곡물가게,경기도,고양시 일산서구,14,14,100.00%,16,87.50%
곡물가게,경기도,과천시,6,6,100.00%,7,85.71%
곡물가게,경기도,구리시,13,13,100.00%,12,108.33%
곡물가게,경기도,남양주시,48,48,100.00%,45,106.67%
곡물가게,경기도,오산시,12,12,100.00%,13,92.31%
곡물가게,경기도,시흥시,22,21,104.76%,17,129.41%
곡물가게,경기도,군포시,15,14,107.14%,14,107.14%
곡물가게,경기도,의왕시,10,10,100.00%,11,90.91%
곡물가게,경기도,하남시,13,14,92.86%,16,81.25%
곡물가게,경기도,용인시 처인구,19,19,100.00%,17,111.76%
곡물가게,경기도,용인시 기흥구,7,7,100.00%,9,77.78%
곡물가게,경기도,용인시 수지구,7,7,100.00%,6,116.67%
곡물가게,경기도,파주시,45,46,97.83%,45,100.00%
곡물가게,경기도,이천시,34,34,100.00%,34,100.00%
곡물가게,경기도,안성시,19,21,90.48%,25,76.00%
곡물가게,경기도,김포시,43,42,102.38%,39,110.26%
곡물가게,경기도,화성시,32,31,103.23%,28,114.29%
곡물가게,경기도,광주시,17,16,106.25%,15,113.33%
곡물가게,경기도,양주시,22,22,100.00%,23,95.65%
곡물가게,경기도,포천시,17,17,100.00%,18,94.44%
곡물가게,경기도,여주시,18,17,105.88%,16,112.50%
곡물가게,경기도,연천군,11,11,100.00%,12,91.67%
곡물가게,경기도,가평군,15,16,93.75%,18,83.33%
곡물가게,경기도,양평군,17,17,100.00%,17,100.00%
곡물가게,강원도,춘천시,22,23,95.65%,27,81.48%
곡물가게,강원도,원주시,44,44,100.00%,44,100.00%
곡물가게,강원도,강릉시,17,16,106.25%,17,100.00%
곡물가게,강원도,동해시,12,12,100.00%,12,100.00%
곡물가게,강원도,태백시,11,12,91.67%,10,110.00%
곡물가게,강원도,속초시,12,12,100.00%,13,92.31%
곡물가게,강원도,삼척시,16,16,100.00%,18,88.89%
곡물가게,강원도,홍천군,32,31,103.23%,30,106.67%
곡물가게,강원도,횡성군,17,17,100.00%,18,94.44%
곡물가게,강원도,영월군,22,21,104.76%,21,104.76%
곡물가게,강원도,평창군,14,14,100.00%,12,116.67%
곡물가게,강원도,정선군,51,51,100.00%,53,96.23%
곡물가게,강원도,철원군,18,17,105.88%,19,94.74%
곡물가게,강원도,화천군,6,6,100.00%,7,85.71%
곡물가게,강원도,양구군,6,6,100.00%,5,120.00%
곡물가게,강원도,인제군,23,23,100.00%,23,100.00%
곡물가게,강원도,고성군,4,4,100.00%,7,57.14%
곡물가게,강원도,양양군,5,5,100.00%,5,100.00%
곡물가게,대전광역시,동구,45,44,102.27%,42,107.14%
곡물가게,대전광역시,중구,26,26,100.00%,30,86.67%
곡물가게,대전광역시,서구,34,33,103.03%,36,94.44%
곡물가게,대전광역시,유성구,23,23,100.00%,22,104.55%
곡물가게,대전광역시,대덕구,21,21,100.00%,24,87.50%
곡물가게,충청북도,청주시 상당구,12,12,100.00%,15,80.00%
곡물가게,충청북도,청주시 서원구,12,12,100.00%,12,100.00%
곡물가게,충청북도,청주시 흥덕구,22,22,100.00%,23,95.65%
곡물가게,충청북도,청주시 청원구,19,18,105.56%,16,118.75%
곡물가게,충청북도,충주시,42,42,100.00%,36,116.67%
곡물가게,충청북도,제천시,33,33,100.00%,35,94.29%
곡물가게,충청북도,보은군,8,8,100.00%,8,100.00%
곡물가게,충청북도,옥천군,11,11,100.00%,11,100.00%
곡물가게,충청북도,영동군,10,10,100.00%,10,100.00%
곡물가게,충청북도,증평군,7,7,100.00%,9,77.78%
곡물가게,충청북도,진천군,12,12,100.00%,12,100.00%
곡물가게,충청북도,괴산군,15,15,100.00%,18,83.33%
곡물가게,충청북도,음성군,13,13,100.00%,12,108.33%
곡물가게,충청북도,단양군,23,24,95.83%,21,109.52%
곡물가게,충청남도,천안시 동남구,31,30,103.33%,31,100.00%
곡물가게,충청남도,천안시 서북구,17,18,94.44%,21,80.95%
곡물가게,충청남도,공주시,22,22,100.00%,22,100.00%
곡물가게,충청남도,보령시,20,20,100.00%,19,105.26%
곡물가게,충청남도,아산시,40,40,100.00%,39,102.56%
곡물가게,충청남도,서산시,31,30,103.33%,37,83.78%
곡물가게,충청남도,논산시,41,43,95.35%,43,95.35%
곡물가게,충청남도,계룡시,3,3,100.00%,4,75.00%
곡물가게,충청남도,당진시,37,36,102.78%,37,100.00%
곡물가게,충청남도,금산군,13,13,100.00%,13,100.00%
곡물가게,충청남도,부여군,25,25,100.00%,22,113.64%
곡물가게,충청남도,서천군,15,16,93.75%,17,88.24%
곡물가게,충청남도,청양군,18,18,100.00%,19,94.74%
곡물가게,충청남도,홍성군,24,24,100.00%,22,109.09%
곡물가게,충청남도,예산군,18,17,105.88%,20,90.00%
곡물가게,충청남도,태안군,19,19,100.00%,22,86.36%
곡물가게,세종특별자치시,세종시,26,27,96.30%,26,100.00%
곡물가게,광주광역시,동구,20,21,95.24%,20,100.00%
곡물가게,광주광역시,서구,25,26,96.15%,27,92.59%
곡물가게,광주광역시,남구,9,9,100.00%,11,81.82%
곡물가게,광주광역시,북구,30,30,100.00%,32,93.75%
곡물가게,광주광역시,광산구,25,25,100.00%,23,108.70%
곡물가게,전라북도,전주시 완산구,46,48,95.83%,47,97.87%
곡물가게,전라북도,전주시 덕진구,28,28,100.00%,29,96.55%
곡물가게,전라북도,군산시,39,39,100.00%,37,105.41%
곡물가게,전라북도,익산시,44,45,97.78%,46,95.65%
곡물가게,전라북도,정읍시,39,39,100.00%,36,108.33%
곡물가게,전라북도,남원시,26,27,96.30%,29,89.66%
곡물가게,전라북도,김제시,44,44,100.00%,44,100.00%
곡물가게,전라북도,완주군,13,13,100.00%,14,92.86%
곡물가게,전라북도,진안군,7,8,87.50%,8,87.50%
곡물가게,전라북도,무주군,13,13,100.00%,12,108.33%
곡물가게,전라북도,장수군,7,7,100.00%,9,77.78%
곡물가게,전라북도,임실군,20,20,100.00%,18,111.11%
곡물가게,전라북도,순창군,3,3,100.00%,4,75.00%
곡물가게,전라북도,고창군,18,18,100.00%,18,100.00%
곡물가게,전라북도,부안군,15,17,88.24%,19,78.95%
곡물가게,전라남도,목포시,30,32,93.75%,36,83.33%
곡물가게,전라남도,여수시,31,31,100.00%,35,88.57%
곡물가게,전라남도,순천시,42,43,97.67%,39,107.69%
곡물가게,전라남도,나주시,16,16,100.00%,17,94.12%
곡물가게,전라남도,광양시,11,11,100.00%,14,78.57%
곡물가게,전라남도,담양군,19,19,100.00%,19,100.00%
곡물가게,전라남도,곡성군,9,9,100.00%,7,128.57%
곡물가게,전라남도,구례군,8,8,100.00%,8,100.00%
곡물가게,전라남도,고흥군,22,22,100.00%,20,110.00%
곡물가게,전라남도,보성군,18,18,100.00%,19,94.74%
곡물가게,전라남도,화순군,9,9,100.00%,11,81.82%
곡물가게,전라남도,장흥군,15,15,100.00%,16,93.75%
곡물가게,전라남도,강진군,18,16,112.50%,14,128.57%
곡물가게,전라남도,해남군,32,31,103.23%,32,100.00%
곡물가게,전라남도,영암군,8,8,100.00%,7,114.29%
곡물가게,전라남도,무안군,20,20,100.00%,21,95.24%
곡물가게,전라남도,함평군,12,12,100.00%,13,92.31%
곡물가게,전라남도,영광군,16,16,100.00%,13,123.08%
곡물가게,전라남도,장성군,11,11,100.00%,12,91.67%
곡물가게,전라남도,완도군,15,15,100.00%,14,107.14%
곡물가게,전라남도,진도군,11,11,100.00%,13,84.62%
곡물가게,전라남도,신안군,12,12,100.00%,12,100.00%
곡물가게,대구광역시,중구,17,17,100.00%,19,89.47%
곡물가게,대구광역시,동구,27,27,100.00%,27,100.00%
곡물가게,대구광역시,서구,23,24,95.83%,24,95.83%
곡물가게,대구광역시,남구,30,30,100.00%,25,120.00%
곡물가게,대구광역시,북구,27,27,100.00%,32,84.38%
곡물가게,대구광역시,수성구,28,28,100.00%,28,100.00%
곡물가게,대구광역시,달서구,31,30,103.33%,29,106.90%
곡물가게,대구광역시,달성군,10,10,100.00%,9,111.11%
곡물가게,경상북도,포항시 남구,18,19,94.74%,17,105.88%
곡물가게,경상북도,포항시 북구,24,24,100.00%,26,92.31%
곡물가게,경상북도,경주시,29,28,103.57%,30,96.67%
곡물가게,경상북도,김천시,14,14,100.00%,13,107.69%
곡물가게,경상북도,안동시,24,24,100.00%,26,92.31%
곡물가게,경상북도,구미시,16,17,94.12%,20,80.00%
곡물가게,경상북도,영주시,38,40,95.00%,37,102.70%
곡물가게,경상북도,영천시,18,18,100.00%,17,105.88%
곡물가게,경상북도,상주시,23,24,95.83%,25,92.00%
곡물가게,경상북도,문경시,17,17,100.00%,19,89.47%
곡물가게,경상북도,경산시,25,25,100.00%,29,86.21%
곡물가게,경상북도,군위군,7,7,100.00%,6,116.67%
곡물가게,경상북도,의성군,16,16,100.00%,17,94.12%
곡물가게,경상북도,청송군,9,9,100.00%,10,90.00%
곡물가게,경상북도,영양군,*,*,100.00%,*,100.00%
곡물가게,경상북도,영덕군,12,12,100.00%,10,120.00%
곡물가게,경상북도,청도군,9,9,100.00%,8,112.50%
곡물가게,경상북도,고령군,4,3,133.33%,5,80.00%
곡물가게,경상북도,성주군,11,11,100.00%,11,100.00%
곡물가게,경상북도,칠곡군,16,17,94.12%,13,123.08%
곡물가게,경상북도,예천군,16,16,100.00%,16,100.00%
곡물가게,경상북도,봉화군,10,10,100.00%,10,100.00%
곡물가게,경상북도,울진군,8,8,100.00%,9,88.89%
곡물가게,경상북도,울릉군,*,*,100.00%,3,33.33%
곡물가게,부산광역시,중구,15,15,100.00%,16,93.75%
곡물가게,부산광역시,서구,16,16,100.00%,16,100.00%
곡물가게,부산광역시,동구,14,14,100.00%,14,100.00%
곡물가게,부산광역시,영도구,15,15,100.00%,16,93.75%
곡물가게,부산광역시,부산진구,53,53,100.00%,58,91.38%
곡물가게,부산광역시,동래구,41,41,100.00%,45,91.11%
곡물가게,부산광역시,남구,20,21,95.24%,22,90.91%
곡물가게,부산광역시,북구,15,15,100.00%,15,100.00%
곡물가게,부산광역시,해운대구,25,24,104.17%,27,92.59%
곡물가게,부산광역시,사하구,30,30,100.00%,30,100.00%
곡물가게,부산광역시,금정구,24,23,104.35%,22,109.09%
곡물가게,부산광역시,강서구,0,0,/0,3,0.00%
곡물가게,부산광역시,연제구,22,23,95.65%,21,104.76%
곡물가게,부산광역시,수영구,22,21,104.76%,23,95.65%
곡물가게,부산광역시,사상구,21,21,100.00%,23,91.30%
곡물가게,부산광역시,기장군,9,9,100.00%,8,112.50%
곡물가게,울산광역시,중구,12,12,100.00%,15,80.00%
곡물가게,울산광역시,남구,10,11,90.91%,14,71.43%
곡물가게,울산광역시,동구,3,3,100.00%,3,100.00%
곡물가게,울산광역시,북구,6,6,100.00%,5,120.00%
곡물가게,울산광역시,울주군,12,12,100.00%,11,109.09%
곡물가게,경상남도,창원시 의창구,11,10,110.00%,11,100.00%
곡물가게,경상남도,창원시 성산구,10,10,100.00%,13,76.92%
곡물가게,경상남도,창원시 마산합포구,17,17,100.00%,18,94.44%
곡물가게,경상남도,창원시 마산회원구,12,11,109.09%,11,109.09%
곡물가게,경상남도,창원시 진해구,7,7,100.00%,6,116.67%
곡물가게,경상남도,진주시,29,28,103.57%,28,103.57%
곡물가게,경상남도,통영시,14,14,100.00%,15,93.33%
곡물가게,경상남도,사천시,13,14,92.86%,15,86.67%
곡물가게,경상남도,김해시,33,35,94.29%,36,91.67%
곡물가게,경상남도,밀양시,12,12,100.00%,12,100.00%
곡물가게,경상남도,거제시,5,5,100.00%,7,71.43%
곡물가게,경상남도,양산시,20,20,100.00%,20,100.00%
곡물가게,경상남도,의령군,*,*,100.00%,4,25.00%
곡물가게,경상남도,함안군,4,4,100.00%,4,100.00%
곡물가게,경상남도,창녕군,9,9,100.00%,9,100.00%
곡물가게,경상남도,고성군,11,11,100.00%,11,100.00%
곡물가게,경상남도,남해군,7,7,100.00%,7,100.00%
곡물가게,경상남도,하동군,14,13,107.69%,14,100.00%
곡물가게,경상남도,산청군,8,8,100.00%,8,100.00%
곡물가게,경상남도,함양군,9,10,90.00%,11,81.82%
곡물가게,경상남도,거창군,17,17,100.00%,16,106.25%
곡물가게,경상남도,합천군,13,13,100.00%,11,118.18%
곡물가게,제주특별자치도,제주시,59,57,103.51%,59,100.00%
곡물가게,제주특별자치도,서귀포시,11,11,100.00%,12,91.67%
공인노무사,서울특별시,종로구,12,12,100.00%,10,120.00%
공인노무사,서울특별시,중구,22,21,104.76%,18,122.22%
공인노무사,서울특별시,용산구,4,3,133.33%,*,200.00%
공인노무사,서울특별시,성동구,4,4,100.00%,4,100.00%
공인노무사,서울특별시,광진구,5,5,100.00%,3,166.67%
공인노무사,서울특별시,동대문구,3,3,100.00%,*,150.00%
공인노무사,서울특별시,중랑구,4,4,100.00%,4,100.00%
공인노무사,서울특별시,성북구,*,*,100.00%,*,100.00%
공인노무사,서울특별시,강북구,6,6,100.00%,6,100.00%
공인노무사,서울특별시,도봉구,4,4,100.00%,*,200.00%
공인노무사,서울특별시,노원구,6,5,120.00%,5,120.00%
공인노무사,서울특별시,은평구,3,3,100.00%,3,100.00%
공인노무사,서울특별시,서대문구,3,3,100.00%,*,150.00%
공인노무사,서울특별시,마포구,14,15,93.33%,13,107.69%
공인노무사,서울특별시,강서구,16,16,100.00%,7,228.57%
공인노무사,서울특별시,구로구,20,19,105.26%,19,105.26%
공인노무사,서울특별시,금천구,11,11,100.00%,14,78.57%
공인노무사,서울특별시,영등포구,55,54,101.85%,52,105.77%
공인노무사,서울특별시,동작구,3,3,100.00%,4,75.00%
공인노무사,서울특별시,관악구,7,7,100.00%,7,100.00%
공인노무사,서울특별시,서초구,59,59,100.00%,52,113.46%
공인노무사,서울특별시,강남구,80,78,102.56%,75,106.67%
공인노무사,서울특별시,송파구,32,32,100.00%,25,128.00%
공인노무사,서울특별시,강동구,3,3,100.00%,*,150.00%
공인노무사,인천광역시,중구,*,*,100.00%,*,100.00%
공인노무사,인천광역시,남구,0,0,/0,3,0.00%
공인노무사,인천광역시,미추홀구,6,5,120.00%,0,/0
공인노무사,인천광역시,연수구,4,4,100.00%,3,133.33%
공인노무사,인천광역시,남동구,11,11,100.00%,11,100.00%
공인노무사,인천광역시,부평구,6,6,100.00%,4,150.00%
공인노무사,인천광역시,계양구,8,8,100.00%,7,114.29%
공인노무사,인천광역시,서구,*,*,100.00%,*,100.00%
공인노무사,경기도,수원시 장안구,5,5,100.00%,4,125.00%
공인노무사,경기도,수원시 팔달구,4,4,100.00%,3,133.33%
공인노무사,경기도,수원시 영통구,8,8,100.00%,3,266.67%
공인노무사,경기도,성남시 수정구,*,*,100.00%,*,100.00%
공인노무사,경기도,성남시 분당구,13,11,118.18%,11,118.18%
공인노무사,경기도,의정부시,6,5,120.00%,7,85.71%
공인노무사,경기도,안양시 만안구,7,7,100.00%,7,100.00%
공인노무사,경기도,안양시 동안구,4,4,100.00%,4,100.00%
공인노무사,경기도,부천시,19,19,100.00%,18,105.56%
공인노무사,경기도,평택시,7,7,100.00%,7,100.00%
공인노무사,경기도,안산시 상록구,4,4,100.00%,4,100.00%
공인노무사,경기도,안산시 단원구,11,11,100.00%,10,110.00%
공인노무사,경기도,고양시 덕양구,*,*,100.00%,*,100.00%
공인노무사,경기도,고양시 일산동구,5,5,100.00%,4,125.00%
공인노무사,경기도,고양시 일산서구,*,*,100.00%,*,100.00%
공인노무사,경기도,구리시,3,3,100.00%,4,75.00%
공인노무사,경기도,남양주시,5,5,100.00%,4,125.00%
공인노무사,경기도,시흥시,*,*,100.00%,0,/0
공인노무사,경기도,군포시,*,*,100.00%,*,100.00%
공인노무사,경기도,의왕시,*,*,100.00%,*,100.00%
공인노무사,경기도,용인시 기흥구,*,*,100.00%,*,50.00%
공인노무사,경기도,용인시 수지구,6,6,100.00%,5,120.00%
공인노무사,경기도,파주시,3,3,100.00%,*,150.00%
공인노무사,경기도,이천시,*,*,100.00%,*,100.00%
공인노무사,경기도,김포시,*,*,100.00%,3,66.67%
공인노무사,경기도,화성시,5,5,100.00%,4,125.00%
공인노무사,경기도,포천시,*,*,100.00%,*,100.00%
공인노무사,강원도,춘천시,*,*,100.00%,*,100.00%
공인노무사,강원도,원주시,4,4,100.00%,4,100.00%
공인노무사,강원도,강릉시,4,4,100.00%,4,100.00%
공인노무사,강원도,태백시,*,*,100.00%,*,100.00%
공인노무사,강원도,속초시,0,0,/0,*,0.00%
공인노무사,강원도,삼척시,*,*,100.00%,*,100.00%
공인노무사,강원도,영월군,*,*,100.00%,*,100.00%
공인노무사,대전광역시,중구,3,4,75.00%,*,150.00%
공인노무사,대전광역시,서구,13,13,100.00%,10,130.00%
공인노무사,대전광역시,유성구,*,*,100.00%,*,200.00%
공인노무사,대전광역시,대덕구,*,*,100.00%,*,100.00%
공인노무사,충청북도,청주시 상당구,*,*,50.00%,*,50.00%
공인노무사,충청북도,청주시 서원구,9,8,112.50%,9,100.00%
공인노무사,충청북도,청주시 흥덕구,4,4,100.00%,4,100.00%
공인노무사,충청북도,충주시,4,4,100.00%,3,133.33%
공인노무사,충청남도,천안시 동남구,3,3,100.00%,*,150.00%
공인노무사,충청남도,천안시 서북구,6,6,100.00%,5,120.00%
공인노무사,충청남도,공주시,*,*,100.00%,*,100.00%
공인노무사,충청남도,보령시,3,3,100.00%,*,150.00%
공인노무사,충청남도,아산시,*,*,100.00%,*,100.00%
공인노무사,충청남도,서산시,*,*,100.00%,*,100.00%
공인노무사,충청남도,태안군,*,*,100.00%,*,100.00%
공인노무사,세종특별자치시,세종시,5,5,100.00%,3,166.67%
공인노무사,광주광역시,동구,*,*,100.00%,*,200.00%
공인노무사,광주광역시,서구,5,5,100.00%,5,100.00%
공인노무사,광주광역시,남구,*,*,100.00%,*,100.00%
공인노무사,광주광역시,북구,7,7,100.00%,8,87.50%
공인노무사,광주광역시,광산구,7,7,100.00%,7,100.00%
공인노무사,전라북도,전주시 완산구,*,*,100.00%,*,100.00%
공인노무사,전라북도,전주시 덕진구,14,14,100.00%,13,107.69%
공인노무사,전라북도,군산시,3,3,100.00%,3,100.00%
공인노무사,전라북도,익산시,*,*,100.00%,*,100.00%
공인노무사,전라남도,목포시,*,*,100.00%,3,66.67%
공인노무사,전라남도,여수시,*,*,100.00%,*,200.00%
공인노무사,전라남도,순천시,3,3,100.00%,3,100.00%
공인노무사,전라남도,광양시,*,*,100.00%,*,100.00%
공인노무사,대구광역시,중구,*,*,100.00%,*,100.00%
공인노무사,대구광역시,동구,3,3,100.00%,4,75.00%
공인노무사,대구광역시,서구,3,3,100.00%,3,100.00%
공인노무사,대구광역시,남구,*,*,100.00%,*,100.00%
공인노무사,대구광역시,북구,4,4,100.00%,4,100.00%
공인노무사,대구광역시,수성구,10,10,100.00%,8,125.00%
공인노무사,대구광역시,달서구,9,9,100.00%,8,112.50%
공인노무사,경상북도,포항시 남구,3,3,100.00%,*,150.00%
공인노무사,경상북도,경주시,*,*,100.00%,*,100.00%
공인노무사,경상북도,김천시,*,*,100.00%,*,100.00%
공인노무사,경상북도,안동시,*,*,100.00%,*,100.00%
공인노무사,경상북도,구미시,5,5,100.00%,6,83.33%
공인노무사,경상북도,상주시,*,*,100.00%,0,/0
공인노무사,경상북도,문경시,*,*,100.00%,*,100.00%
공인노무사,경상북도,영덕군,*,*,100.00%,*,100.00%
공인노무사,부산광역시,중구,*,*,100.00%,0,/0
공인노무사,부산광역시,서구,*,*,100.00%,*,100.00%
공인노무사,부산광역시,동구,6,6,100.00%,6,100.00%
공인노무사,부산광역시,부산진구,3,3,100.00%,*,150.00%
공인노무사,부산광역시,동래구,*,*,100.00%,*,50.00%
공인노무사,부산광역시,남구,*,*,100.00%,*,50.00%
